,filename,mAP
546,F:\Datasets\TFMTestRemake\CropInput\809_ParqueSur_frame_19_23_24_000.jpg,1.0
547,F:\Datasets\TFMTestRemake\CropInput\80_Ayagaures_frame_13_08_30_000.jpg,1.0
548,F:\Datasets\TFMTestRemake\CropInput\812_Arucas_frame_01_14_15_000.jpg,1.0
549,F:\Datasets\TFMTestRemake\CropInput\813_Arucas_frame_01_14_15_000.jpg,1.0
550,F:\Datasets\TFMTestRemake\CropInput\816_Arucas_frame_01_49_21_000.jpg,1.0
551,F:\Datasets\TFMTestRemake\CropInput\821_Arucas_frame_01_35_41_000.jpg,1.0
552,F:\Datasets\TFMTestRemake\CropInput\824_Arucas_frame_01_29_16_000.jpg,0.0
553,F:\Datasets\TFMTestRemake\CropInput\825_Arucas_frame_01_29_16_000.jpg,1.0
554,F:\Datasets\TFMTestRemake\CropInput\830_Arucas_frame_01_24_14_000.jpg,1.0
555,F:\Datasets\TFMTestRemake\CropInput\831_Arucas_frame_01_24_14_000.jpg,0.0
556,F:\Datasets\TFMTestRemake\CropInput\835_Arucas_frame_01_40_19_000.jpg,1.0
557,F:\Datasets\TFMTestRemake\CropInput\837_ParqueSur_frame_19_32_15_000.jpg,0.0
558,F:\Datasets\TFMTestRemake\CropInput\838_Arucas_frame_01_37_34_000.jpg,1.0
559,F:\Datasets\TFMTestRemake\CropInput\840_Arucas_frame_01_37_34_000.jpg,1.0
560,F:\Datasets\TFMTestRemake\CropInput\841_Arucas_frame_01_37_34_000.jpg,1.0
561,F:\Datasets\TFMTestRemake\CropInput\843_Arucas_frame_01_33_01_000.jpg,1.0
562,F:\Datasets\TFMTestRemake\CropInput\844_Arucas_frame_01_33_01_000.jpg,1.0
563,F:\Datasets\TFMTestRemake\CropInput\845_Arucas_frame_01_33_01_000.jpg,0.0
564,F:\Datasets\TFMTestRemake\CropInput\846_ParqueSur_frame_18_29_35_000.jpg,0.0
565,F:\Datasets\TFMTestRemake\CropInput\848_Arucas_frame_01_48_06_000.jpg,1.0
566,F:\Datasets\TFMTestRemake\CropInput\84_PresaDeHornos_frame_11_04_37_000.jpg,0.0
567,F:\Datasets\TFMTestRemake\CropInput\855_Arucas_frame_01_31_41_000.jpg,1.0
568,F:\Datasets\TFMTestRemake\CropInput\859_Arucas_frame_01_24_53_000.jpg,1.0
569,F:\Datasets\TFMTestRemake\CropInput\867_Arucas_frame_01_26_17_000.jpg,1.0
570,F:\Datasets\TFMTestRemake\CropInput\869_Arucas_frame_01_26_17_000.jpg,0.0
571,F:\Datasets\TFMTestRemake\CropInput\86_Arucas_frame_01_52_26_000.jpg,1.0
572,F:\Datasets\TFMTestRemake\CropInput\870_Arucas_frame_01_38_46_000.jpg,1.0
573,F:\Datasets\TFMTestRemake\CropInput\874_Ayagaures_frame_18_15_05_000.jpg,1.0
574,F:\Datasets\TFMTestRemake\CropInput\878_Arucas_frame_01_44_52_000.jpg,1.0
575,F:\Datasets\TFMTestRemake\CropInput\879_Arucas_frame_01_44_52_000.jpg,0.0
576,F:\Datasets\TFMTestRemake\CropInput\881_Arucas_frame_01_44_52_000.jpg,0.0
577,F:\Datasets\TFMTestRemake\CropInput\883_Arucas_frame_01_38_11_000.jpg,1.0
578,F:\Datasets\TFMTestRemake\CropInput\88_Arucas_frame_01_24_22_000.jpg,1.0
579,F:\Datasets\TFMTestRemake\CropInput\890_Arucas_frame_01_50_04_000.jpg,1.0
580,F:\Datasets\TFMTestRemake\CropInput\892_Arucas_frame_01_50_04_000.jpg,0.0
581,F:\Datasets\TFMTestRemake\CropInput\894_Arucas_frame_01_29_42_000.jpg,1.0
582,F:\Datasets\TFMTestRemake\CropInput\898_Ayagaures_frame_15_43_42_000.jpg,1.0
583,F:\Datasets\TFMTestRemake\CropInput\89_Arucas_frame_01_24_22_000.jpg,0.0
584,F:\Datasets\TFMTestRemake\CropInput\8_Ayagaures_frame_18_15_22_000.jpg,1.0
585,F:\Datasets\TFMTestRemake\CropInput\900_Ayagaures_frame_18_25_52_000.jpg,1.0
586,F:\Datasets\TFMTestRemake\CropInput\901_Ayagaures_frame_18_25_52_000.jpg,1.0
587,F:\Datasets\TFMTestRemake\CropInput\907_Arucas_frame_01_44_45_000.jpg,1.0
588,F:\Datasets\TFMTestRemake\CropInput\916_ParqueSur_frame_17_12_39_000.jpg,1.0
589,F:\Datasets\TFMTestRemake\CropInput\917_Arucas_frame_01_50_35_000.jpg,1.0
590,F:\Datasets\TFMTestRemake\CropInput\919_Arucas_frame_01_50_35_000.jpg,1.0
591,F:\Datasets\TFMTestRemake\CropInput\922_Ayagaures_frame_13_47_16_000.jpg,1.0
592,F:\Datasets\TFMTestRemake\CropInput\926_Arucas_frame_01_29_55_000.jpg,0.0
593,F:\Datasets\TFMTestRemake\CropInput\928_Arucas_frame_01_29_55_000.jpg,0.0
594,F:\Datasets\TFMTestRemake\CropInput\929_Arucas_frame_01_33_55_000.jpg,1.0
595,F:\Datasets\TFMTestRemake\CropInput\930_Arucas_frame_01_33_55_000.jpg,1.0
596,F:\Datasets\TFMTestRemake\CropInput\931_Arucas_frame_01_33_55_000.jpg,0.0
597,F:\Datasets\TFMTestRemake\CropInput\933_Arucas_frame_01_37_19_000.jpg,0.0
598,F:\Datasets\TFMTestRemake\CropInput\935_Arucas_frame_01_37_19_000.jpg,1.0
599,F:\Datasets\TFMTestRemake\CropInput\937_Arucas_frame_01_49_56_000.jpg,0.0
600,F:\Datasets\TFMTestRemake\CropInput\938_Arucas_frame_01_49_56_000.jpg,1.0
601,F:\Datasets\TFMTestRemake\CropInput\941_Arucas_frame_01_42_31_000.jpg,1.0
602,F:\Datasets\TFMTestRemake\CropInput\943_Arucas_frame_01_42_31_000.jpg,1.0
603,F:\Datasets\TFMTestRemake\CropInput\944_Arucas_frame_01_42_31_000.jpg,0.0
604,F:\Datasets\TFMTestRemake\CropInput\946_PresaDeHornos_frame_10_01_03_000.jpg,0.5
605,F:\Datasets\TFMTestRemake\CropInput\947_ParqueSur_frame_19_57_13_000.jpg,1.0
606,F:\Datasets\TFMTestRemake\CropInput\949_ParqueSur_frame_19_57_13_000.jpg,0.0
607,F:\Datasets\TFMTestRemake\CropInput\94_Arucas_frame_01_34_16_000.jpg,0.5
608,F:\Datasets\TFMTestRemake\CropInput\950_Arucas_frame_01_43_50_000.jpg,1.0
609,F:\Datasets\TFMTestRemake\CropInput\956_Arucas_frame_01_43_50_000.jpg,0.0
610,F:\Datasets\TFMTestRemake\CropInput\957_Arucas_frame_01_14_35_000.jpg,0.0
611,F:\Datasets\TFMTestRemake\CropInput\958_Arucas_frame_01_14_35_000.jpg,0.0
612,F:\Datasets\TFMTestRemake\CropInput\95_Arucas_frame_01_34_16_000.jpg,0.0
613,F:\Datasets\TFMTestRemake\CropInput\963_Arucas_frame_01_27_49_000.jpg,1.0
614,F:\Datasets\TFMTestRemake\CropInput\967_Arucas_frame_01_40_21_000.jpg,0.0
615,F:\Datasets\TFMTestRemake\CropInput\968_Arucas_frame_01_40_21_000.jpg,0.0
616,F:\Datasets\TFMTestRemake\CropInput\970_Arucas_frame_01_40_21_000.jpg,1.0
617,F:\Datasets\TFMTestRemake\CropInput\971_Arucas_frame_01_45_42_000.jpg,1.0
618,F:\Datasets\TFMTestRemake\CropInput\973_Arucas_frame_01_45_42_000.jpg,1.0
619,F:\Datasets\TFMTestRemake\CropInput\974_Arucas_frame_01_45_42_000.jpg,0.0
620,F:\Datasets\TFMTestRemake\CropInput\975_Arucas_frame_01_38_44_000.jpg,1.0
621,F:\Datasets\TFMTestRemake\CropInput\976_Arucas_frame_01_38_44_000.jpg,0.0
622,F:\Datasets\TFMTestRemake\CropInput\979_Arucas_frame_01_46_17_000.jpg,1.0
623,F:\Datasets\TFMTestRemake\CropInput\981_Arucas_frame_01_46_17_000.jpg,0.0
624,F:\Datasets\TFMTestRemake\CropInput\984_ParqueSur_frame_18_11_09_000.jpg,1.0
625,F:\Datasets\TFMTestRemake\CropInput\985_Arucas_frame_01_37_02_000.jpg,1.0
626,F:\Datasets\TFMTestRemake\CropInput\986_Arucas_frame_01_37_02_000.jpg,1.0
627,F:\Datasets\TFMTestRemake\CropInput\992_Arucas_frame_01_16_59_000.jpg,0.0
628,F:\Datasets\TFMTestRemake\CropInput\994_Arucas_frame_01_16_59_000.jpg,1.0
629,F:\Datasets\TFMTestRemake\CropInput\997_Arucas_frame_01_29_30_000.jpg,1.0
630,F:\Datasets\TFMTestRemake\CropInput\99_Arucas_frame_01_42_55_000.jpg,1.0
