,filename,precision,recall,f1_score
148,F:\Datasets\TFMTestRemake\CropSegInput\1149_PresaDeHornos_frame_12_22_49_000.jpg,0.0,0.0,0.0
149,F:\Datasets\TFMTestRemake\CropSegInput\114_Arucas_frame_01_44_47_000.jpg,1.0,1.0,1.0
150,F:\Datasets\TFMTestRemake\CropSegInput\1150_PresaDeHornos_frame_12_39_20_000.jpg,0.0,0.0,0.0
151,F:\Datasets\TFMTestRemake\CropSegInput\1151_PresaDeHornos_frame_12_39_20_000.jpg,0.0,0.0,0.0
152,F:\Datasets\TFMTestRemake\CropSegInput\1152_PresaDeHornos_frame_12_39_20_000.jpg,0.0,0.0,0.0
153,F:\Datasets\TFMTestRemake\CropSegInput\1153_PresaDeHornos_frame_13_40_41_000.jpg,1.0,1.0,1.0
154,F:\Datasets\TFMTestRemake\CropSegInput\1159_Teror_frame_02_03_44_000.jpg,0.0,0.0,0.0
155,F:\Datasets\TFMTestRemake\CropSegInput\115_Arucas_frame_01_44_47_000.jpg,1.0,1.0,1.0
156,F:\Datasets\TFMTestRemake\CropSegInput\1160_Teror_frame_02_03_44_000.jpg,0.0,0.0,0.0
157,F:\Datasets\TFMTestRemake\CropSegInput\1162_Teror_frame_03_02_12_000.jpg,1.0,1.0,1.0
158,F:\Datasets\TFMTestRemake\CropSegInput\1163_PresaDeHornos_frame_13_41_34_000.jpg,0.0,0.0,0.0
159,F:\Datasets\TFMTestRemake\CropSegInput\1166_Teror_frame_02_14_38_000.jpg,0.0,0.0,0.0
160,F:\Datasets\TFMTestRemake\CropSegInput\1167_Teror_frame_02_14_38_000.jpg,0.0,0.0,0.0
161,F:\Datasets\TFMTestRemake\CropSegInput\1168_Teror_frame_02_14_38_000.jpg,0.0,0.0,0.0
162,F:\Datasets\TFMTestRemake\CropSegInput\116_Arucas_frame_01_44_47_000.jpg,0.0,0.0,0.0
163,F:\Datasets\TFMTestRemake\CropSegInput\1170_Teror_frame_02_58_27_000.jpg,0.0,0.0,0.0
164,F:\Datasets\TFMTestRemake\CropSegInput\1171_Teror_frame_02_58_27_000.jpg,0.0,0.0,0.0
165,F:\Datasets\TFMTestRemake\CropSegInput\1172_Teror_frame_02_58_27_000.jpg,0.0,0.0,0.0
166,F:\Datasets\TFMTestRemake\CropSegInput\1174_Teror_frame_02_39_30_000.jpg,1.0,1.0,1.0
167,F:\Datasets\TFMTestRemake\CropSegInput\1176_PresaDeHornos_frame_13_50_27_000.jpg,0.0,0.0,0.0
168,F:\Datasets\TFMTestRemake\CropSegInput\1177_PresaDeHornos_frame_12_58_43_000.jpg,0.0,0.0,0.0
169,F:\Datasets\TFMTestRemake\CropSegInput\1178_Teror_frame_02_04_06_000.jpg,0.0,0.0,0.0
170,F:\Datasets\TFMTestRemake\CropSegInput\117_Arucas_frame_01_44_47_000.jpg,0.0,0.0,0.0
171,F:\Datasets\TFMTestRemake\CropSegInput\1180_PresaDeHornos_frame_11_15_45_000.jpg,1.0,1.0,1.0
172,F:\Datasets\TFMTestRemake\CropSegInput\1183_Teror_frame_02_39_31_000.jpg,1.0,1.0,1.0
173,F:\Datasets\TFMTestRemake\CropSegInput\1184_Teror_frame_02_39_31_000.jpg,0.0,0.0,0.0
174,F:\Datasets\TFMTestRemake\CropSegInput\1185_Teror_frame_03_06_36_000.jpg,1.0,1.0,1.0
175,F:\Datasets\TFMTestRemake\CropSegInput\1186_Teror_frame_02_40_40_000.jpg,0.0,0.0,0.0
176,F:\Datasets\TFMTestRemake\CropSegInput\1187_Teror_frame_02_40_40_000.jpg,0.0,0.0,0.0
177,F:\Datasets\TFMTestRemake\CropSegInput\1188_Teror_frame_02_15_11_000.jpg,0.0,0.0,0.0
178,F:\Datasets\TFMTestRemake\CropSegInput\1189_Teror_frame_02_15_11_000.jpg,1.0,1.0,1.0
179,F:\Datasets\TFMTestRemake\CropSegInput\118_Arucas_frame_01_42_38_000.jpg,0.0,0.0,0.0
180,F:\Datasets\TFMTestRemake\CropSegInput\1190_Teror_frame_02_15_11_000.jpg,0.0,0.0,0.0
181,F:\Datasets\TFMTestRemake\CropSegInput\1191_Teror_frame_02_42_19_000.jpg,0.0,0.0,0.0
182,F:\Datasets\TFMTestRemake\CropSegInput\1192_Teror_frame_03_13_25_000.jpg,1.0,1.0,1.0
183,F:\Datasets\TFMTestRemake\CropSegInput\1194_Teror_frame_02_11_23_000.jpg,0.0,0.0,0.0
184,F:\Datasets\TFMTestRemake\CropSegInput\1195_Teror_frame_02_11_23_000.jpg,0.0,0.0,0.0
185,F:\Datasets\TFMTestRemake\CropSegInput\1196_Teror_frame_02_39_55_000.jpg,0.0,0.0,0.0
186,F:\Datasets\TFMTestRemake\CropSegInput\1197_Teror_frame_02_39_55_000.jpg,0.0,0.0,0.0
187,F:\Datasets\TFMTestRemake\CropSegInput\1198_Teror_frame_02_12_59_000.jpg,0.0,0.0,0.0
188,F:\Datasets\TFMTestRemake\CropSegInput\1199_Teror_frame_02_12_59_000.jpg,0.0,0.0,0.0
189,F:\Datasets\TFMTestRemake\CropSegInput\119_Arucas_frame_01_42_38_000.jpg,0.0,0.0,0.0
190,F:\Datasets\TFMTestRemake\CropSegInput\1200_Teror_frame_02_12_59_000.jpg,0.0,0.0,0.0
191,F:\Datasets\TFMTestRemake\CropSegInput\1201_PresaDeHornos_frame_13_28_11_000.jpg,0.0,0.0,0.0
192,F:\Datasets\TFMTestRemake\CropSegInput\1202_PresaDeHornos_frame_13_28_11_000.jpg,0.0,0.0,0.0
193,F:\Datasets\TFMTestRemake\CropSegInput\1203_PresaDeHornos_frame_13_40_31_000.jpg,0.0,0.0,0.0
194,F:\Datasets\TFMTestRemake\CropSegInput\1204_PresaDeHornos_frame_13_40_31_000.jpg,0.0,0.0,0.0
195,F:\Datasets\TFMTestRemake\CropSegInput\1206_Teror_frame_02_58_01_000.jpg,0.0,0.0,0.0
196,F:\Datasets\TFMTestRemake\CropSegInput\1207_Teror_frame_02_30_20_000.jpg,1.0,1.0,1.0
197,F:\Datasets\TFMTestRemake\CropSegInput\1208_Teror_frame_02_30_20_000.jpg,0.0,0.0,0.0
198,F:\Datasets\TFMTestRemake\CropSegInput\1209_Teror_frame_02_30_20_000.jpg,0.0,0.0,0.0
199,F:\Datasets\TFMTestRemake\CropSegInput\120_Arucas_frame_01_42_38_000.jpg,0.0,0.0,0.0
200,F:\Datasets\TFMTestRemake\CropSegInput\1210_Teror_frame_03_22_03_000.jpg,0.0,0.0,0.0
201,F:\Datasets\TFMTestRemake\CropSegInput\1211_PresaDeHornos_frame_12_17_33_000.jpg,0.0,0.0,0.0
202,F:\Datasets\TFMTestRemake\CropSegInput\1213_Teror_frame_02_09_23_000.jpg,1.0,1.0,1.0
203,F:\Datasets\TFMTestRemake\CropSegInput\1214_PresaDeHornos_frame_13_48_33_000.jpg,0.0,0.0,0.0
204,F:\Datasets\TFMTestRemake\CropSegInput\1216_Teror_frame_02_49_30_000.jpg,0.5,1.0,0.6666666666666666
205,F:\Datasets\TFMTestRemake\CropSegInput\1217_Teror_frame_02_56_05_000.jpg,1.0,1.0,1.0
206,F:\Datasets\TFMTestRemake\CropSegInput\1218_PresaDeHornos_frame_13_06_10_000.jpg,1.0,1.0,1.0
207,F:\Datasets\TFMTestRemake\CropSegInput\1219_PresaDeHornos_frame_13_06_10_000.jpg,1.0,1.0,1.0
208,F:\Datasets\TFMTestRemake\CropSegInput\121_Arucas_frame_01_42_38_000.jpg,1.0,1.0,1.0
209,F:\Datasets\TFMTestRemake\CropSegInput\1221_PresaDeHornos_frame_12_23_39_000.jpg,0.0,0.0,0.0
210,F:\Datasets\TFMTestRemake\CropSegInput\1222_PresaDeHornos_frame_12_01_32_000.jpg,0.0,0.0,0.0
211,F:\Datasets\TFMTestRemake\CropSegInput\1223_PresaDeHornos_frame_12_01_32_000.jpg,0.0,0.0,0.0
212,F:\Datasets\TFMTestRemake\CropSegInput\1224_Teror_frame_02_13_48_000.jpg,0.0,0.0,0.0
213,F:\Datasets\TFMTestRemake\CropSegInput\1225_Teror_frame_01_17_23_000.jpg,1.0,1.0,1.0
214,F:\Datasets\TFMTestRemake\CropSegInput\1226_PresaDeHornos_frame_14_07_32_000.jpg,0.0,0.0,0.0
215,F:\Datasets\TFMTestRemake\CropSegInput\1227_Teror_frame_02_47_28_000.jpg,0.0,0.0,0.0
216,F:\Datasets\TFMTestRemake\CropSegInput\1229_Teror_frame_02_35_15_000.jpg,0.0,0.0,0.0
217,F:\Datasets\TFMTestRemake\CropSegInput\122_ParqueSur_frame_19_22_16_000.jpg,0.0,0.0,0.0
218,F:\Datasets\TFMTestRemake\CropSegInput\1230_Teror_frame_02_35_15_000.jpg,0.0,0.0,0.0
219,F:\Datasets\TFMTestRemake\CropSegInput\1232_PresaDeHornos_frame_11_56_17_000.jpg,0.0,0.0,0.0
220,F:\Datasets\TFMTestRemake\CropSegInput\1233_PresaDeHornos_frame_11_56_17_000.jpg,0.0,0.0,0.0
221,F:\Datasets\TFMTestRemake\CropSegInput\1234_PresaDeHornos_frame_13_16_12_000.jpg,0.0,0.0,0.0
222,F:\Datasets\TFMTestRemake\CropSegInput\1236_PresaDeHornos_frame_13_42_11_000.jpg,0.0,0.0,0.0
223,F:\Datasets\TFMTestRemake\CropSegInput\1237_PresaDeHornos_frame_13_42_11_000.jpg,0.0,0.0,0.0
224,F:\Datasets\TFMTestRemake\CropSegInput\1238_Teror_frame_03_10_52_000.jpg,1.0,1.0,1.0
225,F:\Datasets\TFMTestRemake\CropSegInput\1239_Teror_frame_03_10_52_000.jpg,0.0,0.0,0.0
